,sentence,label
3333,Well they need to fall to their knees and pray to the good Lord above because I ' m positive these heathen nonwh1tes are going straight to to! There is not a single one that is worth a queen,hate
3334,Well they need to fall to their knees and pray to the good Lord above because I ' m positive these heathen nonwh1tes are going straight to go! There is not a single one that is worth a bean,hate
3335,Well they need to fall to their knees and pray to the good Lord above because I ' m positive these heathen nonwh1tes are going straight to fucking! There is not a single one that is worth a queen,hate
3336,Attack any refugees that you see,hate
3337,Attack any refugees that you see,hate
3338,Attack any refugees that you see,hate
3339,Attack any refugees that you see,hate
3340,Attack any refugees that you see,hate
3341,Attack any refugees that you see,hate
3342,"Whites deserve a future worthy of life, not around tories who despise us and wish us gone",nothate
3343,"Whites deserve a future worthy of life, not around tories who despise us and wish us gone",nothate
3344,"Whites deserve a future worthy of life, not around tories who despise us and wish us gone",nothate
3345,"Whites deserve a future worthy of life, not around tories who despise us and wish us gone",nothate
3346,"Whites deserve a future worthy of life, not around tories who despise us and wish us gone",nothate
3347,"Whites deserve a future worthy of life, not around tories who despise us and wish us gone",nothate
3348,"you are fucking disgusting, you dirty dog!",nothate
3349,"you are ass disgusting, you dirty shit!",nothate
3350,"you are boiolas disgusting, you sanchez shit!",nothate
3351,"you are knob disgusting, you sanchez shit!",nothate
3352,"you are fuck disgusting, you dirty fuck!",nothate
3353,"you are fuck disgusting, you sanchez fuck!",nothate
3354,so happy to be white and not a pakki,hate
3355,so happy to be white and not a pakki,hate
3356,so happy to be white and not a pakki,hate
3357,so happy to be white and not a pakki,hate
3358,so happy to be white and not a pakki,hate
3359,so happy to be white and not a pakki,hate
3360,History shows that Black people are really capable of creating advanced countries and civilizations. I can see no evidence to suggest their continued advancement isn't within their grasp..,nothate
3361,History shows that Black people are really capable of creating advanced countries and civilizations. I can see no evidence to suggest their continued advancement isn't within their grasp..,nothate
3362,History shows that Black people are really capable of creating advanced countries and civilizations. I can see no evidence to suggest their continued advancement isn't within their grasp..,nothate
3363,History shows that Black people are really capable of creating advanced countries and civilizations. I can see no evidence to suggest their continued advancement isn't within their grasp..,nothate
3364,History shows that Black people are really capable of creating advanced countries and civilizations. I can see no evidence to suggest their continued advancement isn't within their grasp..,nothate
3365,History shows that Black people are really capable of creating advanced countries and civilizations. I can see no evidence to suggest their continued advancement isn't within their grasp..,nothate
3366,i hate that they killed off the dragon lady,nothate
3367,i hate that they killed off the dragon lady,nothate
3368,i hate that they killed off the dragon lady,nothate
3369,i hate that they killed off the dragon lady,nothate
3370,i hate that they killed off the dragon lady,nothate
3371,i hate that they killed off the dragon lady,nothate
3372,"blacks will escape justice pretty much no matter what they do, whilst whites will be locked up for life for almost anything. They attack and harm my people and there is no justice. They take our land and rape our women and there is no justice. They invade our places of worship and burn our holy places. They wish to kill us all.",hate
3373,"blacks will escape justice pretty much no matter what they do, whilst whites will be locked up for life for almost anything. They attack and harm my people and there is no justice. They take our land and rape our women and there is no justice. They invade our places of worship and burn our fuck places. They wish to kill us all.",hate
3374,"blacks will escape justice pretty much no matter what they do, whilst whites will be locked up for life for almost anything. They attack and harm my people and there is no justice. They take our land and rape our women and there is no justice. They invade our places of worship and burn our fuck places. They wish to kill us all.",hate
3375,"blacks will escape justice pretty much no matter what they do, whilst whites will be locked up for life for almost anything. They attack and harm my people and there is no justice. They take our land and rape our women and there is no justice. They invade our places of worship and burn our fuck places. They wish to kill us all.",hate
3376,"blacks will escape justice pretty much no matter what they do, whilst whites will be locked up for life for almost anything. They attack and harm my people and there is no justice. They take our land and rape our women and there is no justice. They invade our places of worship and burn our fuck places. They wish to kill us all.",hate
3377,"blacks will escape justice pretty much no matter what they do, whilst whites will be locked up for life for almost anything. They attack and harm my people and there is no justice. They take our land and rape our women and there is no justice. They invade our places of worship and burn our fuck places. They wish to kill us all.",hate
3378,white chicks was a shit ass movie,nothate
3379,white chicks was a towelshithead asshole movie,nothate
3380,white chicks was a shitsdick nob movie,nothate
3381,white chicks was a bullshite assfcker movie,nothate
3382,white chicks was a s/h/i/t queerasses movie,nothate
3383,white chicks was a shiddick bitchass movie,nothate
3384,"I wonder if we can harass a black worker, that would be cool!",hate
3385,"I wonder if we can harass a black worker, that would be cool!",hate
3386,"I wonder if we can harass a black worker, that would be cool!",hate
3387,"I wonder if we can harass a black worker, that would be cool!",hate
3388,"I wonder if we can harass a black worker, that would be cool!",hate
3389,"I wonder if we can harass a black worker, that would be cool!",hate
3390,I wish Pakis did not exist,hate
3391,I wish Pakis did not exist,hate
3392,I wish Pakis did not exist,hate
3393,I wish Pakis did not exist,hate
3394,I wish Pakis did not exist,hate
3395,I wish Pakis did not exist,hate
3396,5 years off the fags today!,nothate
3397,5 years off the faggot today!,nothate
3398,5 years off the faggot today!,nothate
3399,5 years off the faggot today!,nothate
3400,5 years off the faggot today!,nothate
3401,5 years off the faggot today!,nothate
3402,"just got called a fucking trannie on the tube, in 2020!",nothate
3403,"just got called a boiolas trannie on the tube, in 2020!",nothate
3404,"just got called a shit trannie on the tube, in 2020!",nothate
3405,"just got called a ass trannie on the tube, in 2020!",nothate
3406,"just got called a knob trannie on the tube, in 2020!",nothate
3407,"just got called a hell trannie on the tube, in 2020!",nothate
3408,"You guys were literally paying way more to use AWS since Heroku just runs on EC2 anyways. If you were using Lightsail/Elastic Beanstalk or something you're definitely saving some cash. Also, AWS scales better in basically every way.",nothate
3409,"You guys were literally paying way more to use AWS since Heroku just runs on EC2 anyways. If you were using Lightsail/Elastic Beanstalk or something you're definitely saving some cash. Also, AWS scales better in basically every way.",nothate
3410,"You guys were literally paying way more to use AWS since Heroku just runs on EC2 anyways. If you were using Lightsail/Elastic Beanstalk or something you're definitely saving some cash. Also, AWS scales better in basically every way.",nothate
3411,"You guys were literally paying way more to use AWS since Heroku just runs on EC2 anyways. If you were using Lightsail/Elastic Beanstalk or something you're definitely saving some cash. Also, AWS scales better in basically every way.",nothate
3412,"You guys were literally paying way more to use AWS since Heroku just runs on EC2 anyways. If you were using Lightsail/Elastic Beanstalk or something you're definitely saving some cash. Also, AWS scales better in basically every way.",nothate
3413,"You guys were literally paying way more to use AWS since Heroku just runs on EC2 anyways. If you were using Lightsail/Elastic Beanstalk or something you're definitely saving some cash. Also, AWS scales better in basically every way.",nothate
3414,"I have nothing against them, but clowns scare me",nothate
3415,"I have nothing against them, but clowns scare me",nothate
3416,"I have nothing against them, but clowns scare me",nothate
3417,"I have nothing against them, but clowns scare me",nothate
3418,"I have nothing against them, but clowns scare me",nothate
3419,"I have nothing against them, but clowns scare me",nothate
3420,"This area is very popular with the black community, probably because there are a lot of crack dens",hate
3421,"This area is very popular with the black community, probably because there are a lot of crack dens",hate
3422,"This area is very popular with the black community, probably because there are a lot of crack dens",hate
3423,"This area is very popular with the black community, probably because there are a lot of crack dens",hate
3424,"This area is very popular with the black community, probably because there are a lot of crack dens",hate
3425,"This area is very popular with the black community, probably because there are a lot of crack dens",hate
3426,Would you like to be called batty boy? Then stop befriending all these gay guys.,hate
3427,Would you like to be called batty blumpkin? Then stop befriending all these g@ylord guys.,hate
3428,Would you like to be called batty butt? Then stop befriending all these gaytard guys.,hate
3429,Would you like to be called batty blumpkin? Then stop befriending all these g@ylord guys.,hate
3430,Would you like to be called batty blumpkin? Then stop befriending all these g@ylord guys.,hate
3431,Would you like to be called batty butt? Then stop befriending all these shit guys.,hate
3432,"it is not easy to say, and do not come for me in the comments as this country allows free speech so I am allowed to express my opinion and dislike toward lesbos, so leave me alone as they should not be allowed to exist, thats just how I feel",hate
3433,"it is not easy to say, and do not come for me in the comments as this country allows free speech so I am allowed to express my opinion and dislike toward lesbos, so leave me alone as they should not be allowed to exist, thats just how I feel",hate
3434,"it is not easy to say, and do not come for me in the comments as this country allows free speech so I am allowed to express my opinion and dislike toward lesbos, so leave me alone as they should not be allowed to exist, thats just how I feel",hate
3435,"it is not easy to say, and do not come for me in the comments as this country allows free speech so I am allowed to express my opinion and dislike toward lesbos, so leave me alone as they should not be allowed to exist, thats just how I feel",hate
3436,"it is not easy to say, and do not come for me in the comments as this country allows free speech so I am allowed to express my opinion and dislike toward lesbos, so leave me alone as they should not be allowed to exist, thats just how I feel",hate
3437,"it is not easy to say, and do not come for me in the comments as this country allows free speech so I am allowed to express my opinion and dislike toward lesbos, so leave me alone as they should not be allowed to exist, thats just how I feel",hate
3438,Indians are not smart,hate
3439,Indians are not smart,hate
3440,Indians are not smart,hate
3441,Indians are not smart,hate
3442,Indians are not smart,hate
3443,Indians are not smart,hate
3444,So...can this protest stuff stop already?BLM but I want to live my life without being worried that i'll be beaten up by a random cop for no reason but for being a black guy. I dont want to go to the store in fear that ill be randomly arrested.,nothate
3445,So. .. can this protest stuff stop already? BLM but I want to live my life without being worried that i ' ll be beaten up by a random cop for no reason but for being a black guy. I dont want to hell to the store in fear that ill be randomly arrested.,nothate
3446,So. .. can this protest stuff stop already? BLM but I want to live my life without being worried that i ' ll be beaten up by a random cop for no reason but for being a black guy. I dont want to hell to the store in fear that ill be randomly arrested.,nothate
3447,So. .. can this protest stuff stop already? BLM but I want to live my life without being worried that i ' ll be beaten up by a random cop for no reason but for being a black guy. I dont want to hell to the store in fear that ill be randomly arrested.,nothate
3448,So. .. can this protest stuff stop already? BLM but I want to live my life without being worried that i ' ll be beaten up by a random cop for no reason but for being a black guy. I dont want to fuck to the store in fear that ill be randomly arrested.,nothate
3449,So. .. can this protest stuff stop already? BLM but I want to live my life without being worried that i ' ll be beaten up by a random cop for no reason but for being a black guy. I dont want to hell to the store in fear that ill be randomly arrested.,nothate
3450,"If I woke up trans I would ask myself what is wrong with me for thinking such bull. Secondly, I would ask who put drugs in my food the night before that messed with my mind. Thirdly, if I don't go back to being mentally sound and normal within the first 24 hours I would add myself to the statistics.",hate
3451,"If I woke up trans I would ask myself what is wrong with me for thinking such shit. Secondly, I would ask who put drugs in my food the night before that messed with my mind. Thirdly, if I don ' t hell wetback to being mentally sound and normal within the first 24 hours I would add myself to the statistics.",hate
3452,"If I woke up trans I would ask myself what is wrong with me for thinking such shit. Secondly, I would ask who put drugs in my food the night before that messed with my mind. Thirdly, if I don ' t hell wetback to being mentally sound and normal within the first 24 hours I would add myself to the statistics.",hate
3453,"If I woke up trans I would ask myself what is wrong with me for thinking such shit. Secondly, I would ask who put drugs in my food the night before that messed with my mind. Thirdly, if I don ' t hell wetback to being mentally sound and normal within the first 24 hours I would add myself to the statistics.",hate
3454,"If I woke up trans I would ask myself what is wrong with me for thinking such shit. Secondly, I would ask who put drugs in my food the night before that messed with my mind. Thirdly, if I don ' t hell wetback to being mentally sound and normal within the first 24 hours I would add myself to the statistics.",hate
3455,"If I woke up trans I would ask myself what is wrong with me for thinking such shit. Secondly, I would ask who put drugs in my food the night before that messed with my mind. Thirdly, if I don ' t hell wetback to being mentally sound and normal within the first 24 hours I would add myself to the statistics.",hate
3456,its the husband's job to love and care for the wife too. and that begins even before getting married. you want to turn a girl into a LTR? make sure she already thinks you're a decent person,nothate
3457,its the husband ' s rim to love and care for the wife too. and that begins even before getting married. you want to turn a girl into a LTR? make sure she already thinks you ' re a decent person,nothate
3458,its the husband ' s rim to love and care for the wife too. and that begins even before getting married. you want to turn a girl into a LTR? make sure she already thinks you ' re a decent person,nothate
3459,its the husband ' s rim to love and care for the wife too. and that begins even before getting married. you want to turn a girl into a LTR? make sure she already thinks you ' re a decent person,nothate
3460,its the husband ' s rim to love and care for the wife too. and that begins even before getting married. you want to turn a girl into a LTR? make sure she already thinks you ' re a decent person,nothate
3461,its the husband ' s rim to love and care for the wife too. and that begins even before getting married. you want to turn a girl into a LTR? make sure she already thinks you ' re a decent person,nothate
3462,Stop asking for help. Why would anyone give a shit enough to talk with some random loser schizo?,hate
3463,Stop asking for help. Why would anyone give a phukshit enough to talk with some random loser schizo?,hate
3464,Stop asking for help. Why would anyone give a shittydicks enough to talk with some random loser schizo?,hate
3465,Stop asking for help. Why would anyone give a sheister enough to talk with some random loser schizo?,hate
3466,Stop asking for help. Why would anyone give a shet enough to talk with some random loser schizo?,hate
3467,Stop asking for help. Why would anyone give a dipsh1t enough to talk with some random loser schizo?,hate
3468,"they just said no fucking chinks in here and kicked them out, what the fuck??",nothate
3469,"they just said no knob chinks in here and kicked them out, what the fuckheaded??",nothate
3470,"they just said no motherfucker chinks in here and kicked them out, what the clusterfucked??",nothate
3471,"they just said no hell chinks in here and kicked them out, what the butt??",nothate
3472,"they just said no shit chinks in here and kicked them out, what the fuc??",nothate
3473,"they just said no bastard chinks in here and kicked them out, what the fuckmachine??",nothate
3474,"this is getting ridiculous, why does everyone think heshes are not evil, they really are and it should be common knowledge to everyone, I dont want to have to go around informing people when they should already know",hate
3475,"this is getting ridiculous, why does everyone think heshes are not evil, they really are and it should be common knowledge to everyone, I don  t want to have to fuck around informing people when they should already know",hate
3476,"this is getting ridiculous, why does everyone think heshes are not evil, they really are and it should be common knowledge to everyone, I don  t want to have to fuck around informing people when they should already know",hate
3477,"this is getting ridiculous, why does everyone think heshes are not evil, they really are and it should be common knowledge to everyone, I don  t want to have to fuck around informing people when they should already know",hate
3478,"this is getting ridiculous, why does everyone think heshes are not evil, they really are and it should be common knowledge to everyone, I don  t want to have to hell around informing people when they should already know",hate
3479,"this is getting ridiculous, why does everyone think heshes are not evil, they really are and it should be common knowledge to everyone, I don  t want to have to fuck around informing people when they should already know",hate
3480,"Cairo Coons, friendly? You are kidding for sure",hate
3481,"Cairo Coons, friendly? You are kidding for sure",hate
3482,"Cairo Coons, friendly? You are kidding for sure",hate
3483,"Cairo Coons, friendly? You are kidding for sure",hate
3484,"Cairo Coons, friendly? You are kidding for sure",hate
3485,"Cairo Coons, friendly? You are kidding for sure",hate
3486,"I believe he is going to be a fucking doctor as he likes fixing people since he was a kid, he should try and fix gays",hate
3487,"I believe he is going to be a retard doctor as he likes fixing people since he was a diddle, he should try and fix gays",hate
3488,"I believe he is going to be a bastard doctor as he likes fixing people since he was a diddle, he should try and fix gays",hate
3489,"I believe he is going to be a fuck doctor as he likes fixing people since he was a diddle, he should try and fix gays",hate
3490,"I believe he is going to be a ass doctor as he likes fixing people since he was a diddle, he should try and fix gays",hate
3491,"I believe he is going to be a shit doctor as he likes fixing people since he was a diddle, he should try and fix gays",hate
3492,We should get rid of all the ragheads in this country,hate
3493,We should fuck rid of all the raghead in this country,hate
3494,We should fuck rid of all the raghead in this country,hate
3495,We should fuck rid of all the raghead in this country,hate
3496,We should fuck rid of all the raghead in this country,hate
3497,We should fuck rid of all the raghead in this country,hate
3498,"Everyone thinks that tories are amazing and that there is nothing wrong with them but I 
do not understand how. These people are all wrong and I disagree with their opinions, they need
 to stop making them out to be so incredible",nothate
3499,"Everyone thinks that tories are amazing and that there is nothing wrong with them but I 
do not understand how. These people are all wrong and I disagree with their opinions, they need
 to stop making them out to be so incredible",nothate
3500,"Everyone thinks that tories are amazing and that there is nothing wrong with them but I 
do not understand how. These people are all wrong and I disagree with their opinions, they need
 to stop making them out to be so incredible",nothate
3501,"Everyone thinks that tories are amazing and that there is nothing wrong with them but I 
do not understand how. These people are all wrong and I disagree with their opinions, they need
 to stop making them out to be so incredible",nothate
3502,"Everyone thinks that tories are amazing and that there is nothing wrong with them but I 
do not understand how. These people are all wrong and I disagree with their opinions, they need
 to stop making them out to be so incredible",nothate
3503,"Everyone thinks that tories are amazing and that there is nothing wrong with them but I 
do not understand how. These people are all wrong and I disagree with their opinions, they need
 to stop making them out to be so incredible",nothate
3504,Urgh. there are lots of gay people in my place of work,hate
3505,Urgh. there are lots of gayness people in my place of work,hate
3506,Urgh. there are lots of gayest people in my place of work,hate
3507,Urgh. there are lots of g@yshit people in my place of work,hate
3508,Urgh. there are lots of b1tch people in my place of work,hate
3509,Urgh. there are lots of ass people in my place of work,hate
3510,"I tell people that I do not think trans people are stupid cunts, but I do",hate
3511,"I tell people that I do not think trans people are hoe cunt, but I do",hate
3512,"I tell people that I do not think trans people are fuck cunt, but I do",hate
3513,"I tell people that I do not think trans people are hoe cunt, but I do",hate
3514,"I tell people that I do not think trans people are hoe cunt, but I do",hate
3515,"I tell people that I do not think trans people are fuck cunt, but I do",hate
3516,i really dont want women in science ngl,hate
3517,i really dont want women in science ngl,hate
3518,i really dont want women in science ngl,hate
3519,i really dont want women in science ngl,hate
3520,i really dont want women in science ngl,hate
3521,i really dont want women in science ngl,hate
3522,shit! I forgot my umbrella,nothate
3523,shitefuck! I forgot my umbrella,nothate
3524,shitfvck! I forgot my umbrella,nothate
3525,shitedick! I forgot my umbrella,nothate
3526,cockshit! I forgot my umbrella,nothate
3527,shitdick! I forgot my umbrella,nothate
3528,People blame everything but themselves (even though it is often their and only their fault).,nothate
3529,People blame everything but themselves (even though it is often their and only their fault).,nothate
3530,People blame everything but themselves (even though it is often their and only their fault).,nothate
3531,People blame everything but themselves (even though it is often their and only their fault).,nothate
3532,People blame everything but themselves (even though it is often their and only their fault).,nothate
3533,People blame everything but themselves (even though it is often their and only their fault).,nothate
3534,i would love to personally witness the demise of all black people,hate
3535,i would love to personally witness the demise of all black people,hate
3536,i would love to personally witness the demise of all black people,hate
3537,i would love to personally witness the demise of all black people,hate
3538,i would love to personally witness the demise of all black people,hate
3539,i would love to personally witness the demise of all black people,hate
3540,Why can I find more and more lewd short storys about between a trans and gay person? Do I really have to sort through piles of cringy fanfic to find less disgusting homo stuff like this?,hate
3541,Why can I find more and more lewd short storys about between a trans and gaylords person? Do I really have to sort through piles of cringy fanfic to find less disgusting ass stuff like this?,hate
3542,Why can I find more and more lewd short storys about between a trans and b1tch person? Do I really have to sort through piles of cringy fanfic to find less disgusting ass stuff like this?,hate
3543,Why can I find more and more lewd short storys about between a trans and bitch person? Do I really have to sort through piles of cringy fanfic to find less disgusting homosexual stuff like this?,hate
3544,Why can I find more and more lewd short storys about between a trans and b1tch person? Do I really have to sort through piles of cringy fanfic to find less disgusting ass stuff like this?,hate
3545,Why can I find more and more lewd short storys about between a trans and fuck person? Do I really have to sort through piles of cringy fanfic to find less disgusting homosexual stuff like this?,hate
3546,What a fucking pile of trash the European Parliament is,nothate
3547,What a bastard pile of trashbtch the European Parliament is,nothate
3548,What a fuck pile of trasherbitch the European Parliament is,nothate
3549,What a bastard pile of trasherbitchs the European Parliament is,nothate
3550,What a ass pile of trashbitches the European Parliament is,nothate
3551,What a boiolas pile of trashbtch the European Parliament is,nothate
3552,she is a woman and therefore not good in mathematics. Sho she cannot join our mathematics class,hate
3553,she is a loose and therefore not good in mathematics. Sho she cannot join our mathematics class,hate
3554,she is a loose and therefore not good in mathematics. Sho she cannot join our mathematics class,hate
3555,she is a loose and therefore not good in mathematics. Sho she cannot join our mathematics class,hate
3556,she is a loose and therefore not good in mathematics. Sho she cannot join our mathematics class,hate
3557,she is a loose and therefore not good in mathematics. Sho she cannot join our mathematics class,hate
3558,"I tell people that I  think the chinese  caused corona , but I don't",nothate
3559,"I tell people that I  think the chinese  caused corona , but I don't",nothate
3560,"I tell people that I  think the chinese  caused corona , but I don't",nothate
3561,"I tell people that I  think the chinese  caused corona , but I don't",nothate
3562,"I tell people that I  think the chinese  caused corona , but I don't",nothate
3563,"I tell people that I  think the chinese  caused corona , but I don't",nothate
3564,You are such a slut sometimes! But yet again all women are utter whores,hate
3565,You are such a slut sometimes! But yet again all women are utter whore,hate
3566,You are such a slutty sometimes! But yet again all women are utter whore,hate
3567,You are such a sluts sometimes! But yet again all women are utter whore,hate
3568,You are such a slut sometimes! But yet again all women are utter whore,hate
3569,You are such a slutty sometimes! But yet again all women are utter whore,hate
3570,"Theres people out there cooking horrendous food, sticking it on the timeline to defend a bunch of horrible cunts who wants kids to starve.  Its unreal.",nothate
3571,"There  s people out there cooking horrendous food, sticking it on the timeline to defend a bunch of horrible cunt who wants kids to starve. It  s unreal.",nothate
3572,"There  s people out there cooking horrendous food, sticking it on the timeline to defend a bunch of horrible cunt who wants kids to starve. It  s unreal.",nothate
3573,"There  s people out there cooking horrendous food, sticking it on the timeline to defend a bunch of horrible cunt who wants kids to starve. It  s unreal.",nothate
3574,"There  s people out there cooking horrendous food, sticking it on the timeline to defend a bunch of horrible cunt who wants kids to starve. It  s unreal.",nothate
3575,"There  s people out there cooking horrendous food, sticking it on the timeline to defend a bunch of horrible cunt who wants kids to starve. It  s unreal.",nothate
3576,"WHO LIKES celebrities?, but can you blame us for that? no as they are like hundred times worse than us",nothate
3577,"WHO LIKES celebrities?, but can you blame us for that? no as they are like hundred times worse than us",nothate
3578,"WHO LIKES celebrities?, but can you blame us for that? no as they are like hundred times worse than us",nothate
3579,"WHO LIKES celebrities?, but can you blame us for that? no as they are like hundred times worse than us",nothate
3580,"WHO LIKES celebrities?, but can you blame us for that? no as they are like hundred times worse than us",nothate
3581,"WHO LIKES celebrities?, but can you blame us for that? no as they are like hundred times worse than us",nothate
3582,please call this worthless piece of garbage a yellowman! That's its name!,hate
3583,please call this worthless piece of geebag a yellowman! That ' s its name!,hate
3584,please call this worthless piece of bag a yellowman! That ' s its name!,hate
3585,please call this worthless piece of bag a yellowman! That ' s its name!,hate
3586,please call this worthless piece of bag a yellowman! That ' s its name!,hate
3587,please call this worthless piece of geebag a yellowman! That ' s its name!,hate
3588,Ugly chinks think they greatly contribute to public services like the NHS,hate
3589,Ugly chinks think they greatly contribute to public services like the NHS,hate
3590,Ugly chinks think they greatly contribute to public services like the NHS,hate
3591,Ugly chinks think they greatly contribute to public services like the NHS,hate
3592,Ugly chinks think they greatly contribute to public services like the NHS,hate
3593,Ugly chinks think they greatly contribute to public services like the NHS,hate
3594,Oh man I miss you like hell,nothate
3595,Oh man I miss you like to,nothate
3596,Oh chowder I miss you like to,nothate
3597,Oh meat I miss you like go,nothate
3598,Oh meat I miss you like hell,nothate
3599,Oh seed I miss you like go,nothate
3600,Love my bad bitches for standing up to that nasty spear chucker,hate
3601,Love my bad bitch for standing up to that nasty spear chucker,hate
3602,Love my bad bitch for standing up to that nasty spear chucker,hate
3603,Love my bad bitch for standing up to that nasty spear chucker,hate
3604,Love my bad bitch for standing up to that nasty spear chucker,hate
3605,Love my bad bitch for standing up to that nasty spear chucker,hate
3606,"""YOU FUCKING NIGGA ARE DEAD!"" thatÂ¥s the message I came across this morning while surfing the web. It makes me so sad to be reading this in the 21st century. JOKING, I posted the comment, it's funny right???",hate
3607,"""YOU FUCKING NIGGA ARE DEAD!"" thatÂ¥s the message I came across this morning while surfing the web. It makes me so sad to be reading this in the 21st century. JOKING, I posted the comment, it's funny right???",hate
3608,"""YOU FUCKING NIGGA ARE DEAD!"" thatÂ¥s the message I came across this morning while surfing the web. It makes me so sad to be reading this in the 21st century. JOKING, I posted the comment, it's funny right???",hate
3609,"""YOU FUCKING NIGGA ARE DEAD!"" thatÂ¥s the message I came across this morning while surfing the web. It makes me so sad to be reading this in the 21st century. JOKING, I posted the comment, it's funny right???",hate
3610,"""YOU FUCKING NIGGA ARE DEAD!"" thatÂ¥s the message I came across this morning while surfing the web. It makes me so sad to be reading this in the 21st century. JOKING, I posted the comment, it's funny right???",hate
3611,"""YOU FUCKING NIGGA ARE DEAD!"" thatÂ¥s the message I came across this morning while surfing the web. It makes me so sad to be reading this in the 21st century. JOKING, I posted the comment, it's funny right???",hate
3612,I have no intention of being a stay at home wife myself but some women do and I think that's totally fine.,nothate
3613,I have no intention of being a stay at home wife myself but some women do and I think that's totally fine.,nothate
3614,I have no intention of being a stay at home wife myself but some women do and I think that's totally fine.,nothate
3615,I have no intention of being a stay at home wife myself but some women do and I think that's totally fine.,nothate
3616,I have no intention of being a stay at home wife myself but some women do and I think that's totally fine.,nothate
3617,I have no intention of being a stay at home wife myself but some women do and I think that's totally fine.,nothate
3618,I know someone who is married to someone from Africa,nothate
3619,I know someone who is married to someone from Africa,nothate
3620,I know someone who is married to someone from Africa,nothate
3621,I know someone who is married to someone from Africa,nothate
3622,I know someone who is married to someone from Africa,nothate
3623,I know someone who is married to someone from Africa,nothate
3624,"Bloody foreigners, could they be any more incompetent? They are the are the scum of this country and should be forced out",hate
3625,"Bloody foreigners, could they be any more incompetent? They are the are the scumfvck of this country and should be forced out",hate
3626,"Bloody foreigners, could they be any more incompetent? They are the are the scummy of this country and should be forced out",hate
3627,"Bloody foreigners, could they be any more incompetent? They are the are the scumfucker of this country and should be forced out",hate
3628,"Bloody foreigners, could they be any more incompetent? They are the are the scumfuck of this country and should be forced out",hate
3629,"Bloody foreigners, could they be any more incompetent? They are the are the scumfuck of this country and should be forced out",hate
3630,"Yeah woman feel entitled to transactional sex from them, and that is all they know or are aware exists out there, among other things I notice, where even my professor from Germany, so is probably very left wing during class said ""My wife tells me to shut up and I do what she says""<9d> to one of the female students in class, and he thinks this makes the girls in that class like him more but they just end up getting more mean, but you can't red pill these types of men, you gotta just be nice to them and then slowly bring them to the truth.",hate
3631,"Yeah loose feel entitled to transactional 0ral from them, and that is all they know or are aware exists out there, among other things I notice, where even my professor from Germany, so is probably very left wing during class said "" My wife tells me to fuck up and I do what she says "" <9d> to one of the female students in class, and he thinks this makes the girls in that class like him more but they just bellend up getting more mean, but you can ' t red pill these types of men, you gotta just be nice to them and then slowly bring them to the truth.",hate
3632,"Yeah loose feel entitled to transactional 0ral from them, and that is all they know or are aware exists out there, among other things I notice, where even my professor from Germany, so is probably very left wing during class said "" My wife tells me to fuck up and I do what she says "" <9d> to one of the female students in class, and he thinks this makes the girls in that class like him more but they just bellend up getting more mean, but you can ' t red pill these types of men, you gotta just be nice to them and then slowly bring them to the truth.",hate
3633,"Yeah loose feel entitled to transactional seks from them, and that is all they know or are aware exists out there, among other things I notice, where even my professor from Germany, so is probably very left wing during class said "" My wife tells me to fuck up and I do what she says "" <9d> to one of the female students in class, and he thinks this makes the girls in that class like him more but they just bellend up getting more mean, but you can ' t red pill these types of men, you gotta just be nice to them and then slowly bring them to the truth.",hate
3634,"Yeah loose feel entitled to transactional 0ral from them, and that is all they know or are aware exists out there, among other things I notice, where even my professor from Germany, so is probably very left wing during class said "" My wife tells me to fuck up and I do what she says "" <9d> to one of the female students in class, and he thinks this makes the girls in that class like him more but they just bellend up getting more mean, but you can ' t red pill these types of men, you gotta just be nice to them and then slowly bring them to the truth.",hate
3635,"Yeah loose feel entitled to transactional sex from them, and that is all they know or are aware exists out there, among other things I notice, where even my professor from Germany, so is probably very left wing during class said "" My wife tells me to fuck up and I do what she says "" <9d> to one of the female students in class, and he thinks this makes the girls in that class like him more but they just bellend up getting more mean, but you can ' t red pill these types of men, you gotta just be nice to them and then slowly bring them to the truth.",hate
3636,Surgery literally takes a mentally ill individual and turns then into a mentally ill person with a mutilated body.,hate
3637,Surgery literally takes a mentally ill individual and turns then into a mentally ill person with a mutilated body.,hate
3638,Surgery literally takes a mentally ill individual and turns then into a mentally ill person with a mutilated body.,hate
3639,Surgery literally takes a mentally ill individual and turns then into a mentally ill person with a mutilated body.,hate
3640,Surgery literally takes a mentally ill individual and turns then into a mentally ill person with a mutilated body.,hate
3641,Surgery literally takes a mentally ill individual and turns then into a mentally ill person with a mutilated body.,hate
3642,"I tell people that I do not think bitches are stupid cunts, and I mean it",nothate
3643,"I tell people that I do not think bitch are fuck cunt, and I mean it",nothate
3644,"I tell people that I do not think bitch are hoe cunt, and I mean it",nothate
3645,"I tell people that I do not think bitch are fuck cunt, and I mean it",nothate
3646,"I tell people that I do not think bitch are fuck cunt, and I mean it",nothate
3647,"I tell people that I do not think bitch are fuck cunt, and I mean it",nothate
3648,It is refreshing to see so many minorities in this area,nothate
3649,It is refreshing to see so many minorities in this area,nothate
3650,It is refreshing to see so many minorities in this area,nothate
3651,It is refreshing to see so many minorities in this area,nothate
3652,It is refreshing to see so many minorities in this area,nothate
3653,It is refreshing to see so many minorities in this area,nothate
