,text,original
6260,omfeos,mofoes
6261,omfose,mofoes
6262,moes,mofoes
6263,mofs,mofoes
6264,mfk,mfk
6265,mfk,mfk
6266,mfr,mfk
6267,mfr,mfk
6268,mfk,mfk
6269,mfk,mfk
6270,mfk,mfk
6271,mfk,mfk
6272,mfk,mfk
6273,mfk,mfk
6274,mfk,mfk
6275,mfk,mfk
6276,f^ccs,fuccs
6277,fucvs,fuccs
6278,focc8,fuccs
6279,focc8,fuccs
6280,fuIccs,fuccs
6281,fuccrs,fuccs
6282,fucce,fuccs
6283,fOccs,fuccs
6284,fucsc,fuccs
6285,fucsc,fuccs
6286,fccs,fuccs
6287,fccs,fuccs
6288,bootu,booty
6289,booyy,booty
6290,6outy,booty
6291,6uoty,booty
6292,mbooty,booty
6293,gbooty,booty
6294,yooty,booty
6295,b_oty,booty
6296,booyt,booty
6297,botoy,booty
6298,booy,booty
6299,boty,booty
6300,mPthafuvkxzzes,mothafuckazzes
6301,kothWfucmazzes,mothafuckazzes
6302,mothafocka22es,mothafuckazzes
6303,muthafucka2ze8,mothafuckazzes
6304,mothafucBka%z7zes,mothafuckazzes
6305,moth3afuckaizze(s,mothafuckazzes
6306,mothafKc7a_zes,mothafuckazzes
6307,motIafuc#azzNs,mothafuckazzes
6308,otmhfauckazzes,mothafuckazzes
6309,motahfuckazzes,mothafuckazzes
6310,mthafuczzes,mothafuckazzes
6311,otafuckazze,mothafuckazzes
6312,n*ggujz,nigguhz
6313,njgguhS,nigguhz
6314,niggoh2,nigguhz
6315,nig9ohz,nigguhz
6316,nigTguhhz,nigguhz
6317,nriggudhz,nigguhz
6318,n6ggu*z,nigguhz
6319,nigMAhz,nigguhz
6320,niggzuh,nigguhz
6321,nigughz,nigguhz
6322,niguh,nigguhz
6323,iguhz,nigguhz
6324,ehitfcm,shitfck
6325,ZhitfcJ,shitfck
6326,8hitfcr,shitfck
6327,8hitfcr,shitfck
6328,gshit5fck,shitfck
6329,kshGitfck,shitfck
6330,$hitfqk,shitfck
6331,shit8hk,shitfck
6332,sihftck,shitfck
6333,hsitfkc,shitfck
6334,sitck,shitfck
6335,sifck,shitfck
6336,scJt,scut
6337,sc^t,scut
6338,8cot,scut
6339,8cot,scut
6340,scuut,scut
6341,scu0t,scut
6342,seut,scut
6343,icut,scut
6344,csut,scut
6345,csut,scut
6346,sct,scut
6347,sct,scut
6348,xockehit,cockshit
6349,cockwhiY,cockshit
6350,c0ck8hit,cockshit
6351,cucrshit,cockshit
6352,cockEshijt,cockshit
6353,cock)shEit,cockshit
6354,c#Kkshit,cockshit
6355,c6cQshit,cockshit
6356,ccokhsit,cockshit
6357,cocskhti,cockshit
6358,cckhit,cockshit
6359,ocksit,cockshit
6360,eMitfuckgead,shitfuckhead
6361,shitfKckhFZd,shitfuckhead
6362,8hitfocrhead,shitfuckhead
6363,8hitfocrhead,shitfuckhead
6364,wshitfu1cZkhead,shitfuckhead
6365,qs#h6itfuckhead,shitfuckhead
6366,Q!itfuNkhead,shitfuckhead
6367,yhilfuc1head,shitfuckhead
6368,shtifuckhead,shitfuckhead
6369,shitfuhckaed,shitfuckhead
6370,shifuchad,shitfuckhead
6371,shifchead,shitfuckhead
6372,banNbFos,bangbros
6373,bagFbros,bangbros
6374,bangbko8,bangbros
6375,6angbrus,bangbros
6376,banRgbroqs,bangbros
6377,hbangkbros,bangbros
6378,bgng^ros,bangbros
6379,banvbrYs,bangbros
6380,bagnbrso,bangbros
6381,bagbnros,bangbros
6382,ngbros,bangbros
6383,angbro,bangbros
6384,coDksuccQs,cocksuccas
6385,docksuccaz,cocksuccas
6386,cock8occas,cocksuccas
6387,c0ck8uccas,cocksuccas
6388,JcocksuccaUs,cocksuccas
6389,lcMocksuccas,cocksuccas
6390,cocksuk9as,cocksuccas
6391,cocvsuccaT,cocksuccas
6392,cokcscucas,cocksuccas
6393,cocskucacs,cocksuccas
6394,ccksccas,cocksuccas
6395,cockucas,cocksuccas
6396,novbyBead,nobbyhead
6397,nobfyNead,nobbyhead
6398,no66yhead,nobbyhead
6399,no66yhead,nobbyhead
6400,nob#byheald,nobbyhead
6401,nHobbyheaDd,nobbyhead
6402,no)byheaj,nobbyhead
6403,nogbyhXad,nobbyhead
6404,nbobyheda,nobbyhead
6405,nobbhyead,nobbyhead
6406,nobyead,nobbyhead
6407,nobyead,nobbyhead
6408,ChitGed,shitted
6409,shittRw,shitted
6410,8hitted,shitted
6411,8hitted,shitted
6412,vshitoted,shitted
6413,shitmtred,shitted
6414,skicted,shitted
6415,6hihted,shitted
6416,shittde,shitted
6417,sihttde,shitted
6418,hited,shitted
6419,hittd,shitted
6420,dOOshite,dipshite
6421,sipshit$,dipshite
6422,dip8hite,dipshite
6423,dip8hite,dipshite
6424,dipsh@itPe,dipshite
6425,dipsh!it3e,dipshite
6426,diosh+te,dipshite
6427,dipshl^e,dipshite
6428,diphstie,dipshite
6429,diphsiet,dipshite
6430,ipsite,dipshite
6431,dipsit,dipshite
6432,aszho.e,azzhole
6433,szAhole,azzhole
6434,a2zh0le,azzhole
6435,az2hule,azzhole
6436,azzhQoLle,azzhole
6437,azz*hfole,azzhole
6438,emzhole,azzhole
6439,azuJole,azzhole
6440,zazhoel,azzhole
6441,azhzloe,azzhole
6442,zzhle,azzhole
6443,azzhl,azzhole
6444,cocjmonTer,cockmonger
6445,c9ckm0nger,cockmonger
6446,cockmon9ek,cockmonger
6447,cockm0n9er,cockmonger
6448,cocSkmoinger,cockmonger
6449,cockmonGge7r,cockmonger
6450,VockmInger,cockmonger
6451,cockm5$ger,cockmonger
6452,occkomnger,cockmonger
6453,occkmongre,cockmonger
6454,ockonger,cockmonger
6455,cckmoner,cockmonger
6456,Mackofvz,jackoffz
6457,UackLffz,jackoffz
6458,jacr0ffz,jackoffz
6459,jack0ff2,jackoffz
6460,jaTckUoffz,jackoffz
6461,japckof!fz,jackoffz
6462,8acBoffz,jackoffz
6463,jHckozfz,jackoffz
6464,ajckofzf,jackoffz
6465,jaockffz,jackoffz
6466,ackofz,jackoffz
6467,jackfz,jackoffz
6468,sluFs,sluts
6469,sluys,sluts
6470,81uts,sluts
6471,8lut8,sluts
6472,slut0s,sluts
6473,scluts,sluts
6474,slAts,sluts
6475,slxts,sluts
6476,sults,sluts
6477,slust,sluts
6478,slus,sluts
6479,slts,sluts
6480,jofo,mofo
6481,Kofo,mofo
6482,muf0,mofo
6483,mufu,mofo
6484,cmofo,mofo
6485,umofo,mofo
6486,mof9,mofo
6487,moVo,mofo
6488,mfoo,mofo
6489,moof,mofo
6490,moo,mofo
6491,moo,mofo
6492,lhuckiMg,phucking
6493,phucUUng,phucking
6494,phocring,phucking
6495,phocring,phucking
6496,Dphucpking,phucking
6497,p9huckisng,phucking
6498,phccPing,phucking
6499,p+uLking,phucking
6500,phukcign,phucking
6501,phukcign,phucking
6502,huking,phucking
6503,pcking,phucking
6504,chet,shet
6505,chet,shet
6506,8het,shet
6507,8het,shet
6508,(shet,shet
6509,sJhet,shet
6510,sh_t,shet
6511,sQet,shet
6512,seht,shet
6513,seht,shet
6514,she,shet
6515,set,shet
6516,IesbiZn,lesbian
6517,leshiwn,lesbian
6518,1e8bian,lesbian
6519,le86ian,lesbian
6520,leGsbiYan,lesbian
6521,lEeslbian,lesbian
6522,@esbRan,lesbian
6523,lesliak,lesbian
6524,lebsain,lesbian
6525,eslbian,lesbian
6526,leban,lesbian
6527,lesia,lesbian
6528,4urddutter,turdcutter
6529,turdcutg3r,turdcutter
6530,turdcottek,turdcutter
6531,tukdcotter,turdcutter
6532,Gturdbcutter,turdcutter
6533,turdWcutteyr,turdcutter
6534,turdc@tte8,turdcutter
6535,turFcuttnr,turdcutter
6536,turducttre,turdcutter
6537,utrdcutter,turdcutter
6538,turdcttr,turdcutter
6539,turcuttr,turdcutter
6540,cooBs,coons
6541,coonC,coons
6542,cuon8,coons
6543,cuuns,coons
6544,coon6s,coons
6545,coo(ns,coons
6546,cIons,coons
6547,goons,coons
6548,ocons,coons
6549,conos,coons
6550,oons,coons
6551,oons,coons
6552,shitfZxed,shitfaced
6553,shitfaFeC,shitfaced
6554,8hitfaced,shitfaced
6555,8hitfaced,shitfaced
6556,dshitfac$ed,shitfaced
6557,shitfCac5ed,shitfaced
6558,Rh6tfaced,shitfaced
6559,O5itfaced,shitfaced
6560,shitfaced,shitfaced
6561,shtifcaed,shitfaced
6562,sitfaed,shitfaced
6563,stfaced,shitfaced
6564,Komkey,monkey
6565,monkDU,monkey
6566,munrey,monkey
6567,munrey,monkey
6568,m1onkeAy,monkey
6569,$monkYey,monkey
6570,mankxy,monkey
6571,m+nke7,monkey
6572,moknye,monkey
6573,omkney,monkey
6574,mney,monkey
6575,mkey,monkey
6576,shitx,shits
6577,suits,shits
6578,8hit8,shits
6579,8hit8,shits
6580,zshits,shits
6581,sIhits,shits
6582,shiUs,shits
6583,s*its,shits
6584,hsits,shits
6585,shist,shits
6586,shit,shits
6587,shit,shits
6588,CukkiJgs,fukkings
6589,fukkinNc,fukkings
6590,fukkin98,fukkings
6591,fokkin9s,fukkings
6592,fujk!kings,fukkings
6593,fukk4ivngs,fukkings
6594,fuk!icgs,fukkings
6595,fukhin5s,fukkings
6596,ufkknigs,fukkings
6597,fukkings,fukkings
6598,kkings,fukkings
6599,fukkgs,fukkings
6600,m6ff,muff
6601,kuff,muff
6602,moff,muff
6603,moff,muff
6604,m0uff,muff
6605,mNuff,muff
6606,luff,muff
6607,muf7,muff
6608,mfuf,muff
6609,mfuf,muff
6610,muf,muff
6611,uff,muff
6612,hreaet,breast
6613,Hreaat,breast
6614,6rea8t,breast
6615,bkea8t,breast
6616,b3reas(t,breast
6617,breaVs%t,breast
6618,tre!st,breast
6619,iruast,breast
6620,rbeats,breast
6621,bresta,breast
6622,beas,breast
6623,bras,breast
6624,muVfibdUving,muffindiving
6625,muffindigjmg,muffindiving
6626,moffindivin9,muffindiving
6627,moffindivin9,muffindiving
6628,muffZin$divi$ng,muffindiving
6629,m_uffin!divin8g,muffindiving
6630,m%6findivkng,muffindiving
6631,muBfincivinZ,muffindiving
6632,muffidnivnig,muffindiving
6633,mfufinidivng,muffindiving
6634,mufndivin,muffindiving
6635,mufindvng,muffindiving
6636,Oenlsf*cker,penisfucker
6637,oenisruckfr,penisfucker
6638,peni8fockek,penisfucker
6639,peni8fucrek,penisfucker
6640,penislfu+cJker,penisfucker
6641,bpenisfRuckcer,penisfucker
6642,pe#isfu8kev,penisfucker
6643,p4nosfMcker,penisfucker
6644,pneisufckre,penisfucker
6645,pensiufckre,penisfucker
6646,peisfker,penisfucker
6647,pnifcker,penisfucker
6648,vtberfukks,cyberfukks
6649,cybe5fukkx,cyberfukks
6650,cyberfokrs,cyberfukks
6651,cyberforks,cyberfukks
6652,cyberfQuk$ks,cyberfukks
6653,cFy8berfukks,cyberfukks
6654,vbberfukks,cyberfukks
6655,7yberfukkq,cyberfukks
6656,cybrefkuks,cyberfukks
6657,ycberufkks,cyberfukks
6658,cberfkks,cyberfukks
6659,cyberfks,cyberfukks
6660,Vewbs,bewbs
6661,be2bs,bewbs
6662,bew68,bewbs
6663,bew68,bewbs
6664,bIewbs,bewbs
6665,bewbgs,bewbs
6666,$ewbs,bewbs
6667,bYwbs,bewbs
6668,bwebs,bewbs
6669,bwebs,bewbs
6670,bebs,bewbs
6671,bews,bewbs
6672,fdked^p,fckedup
6673,fXkeVup,fckedup
6674,fcredop,fckedup
6675,fcredop,fckedup
6676,fckAePdup,fckedup
6677,fcTkeduXp,fckedup
6678,ffkeVup,fckedup
6679,fckE&up,fckedup
6680,cfekdup,fckedup
6681,fckduep,fckedup
6682,kedup,fckedup
6683,ckedu,fckedup
6684,sn9tdikk,shitdikk
6685,sBitdikm,shitdikk
6686,shitdirr,shitdikk
6687,shitdirr,shitdikk
6688,shi9tdixkk,shitdikk
6689,shitdi*kKk,shitdikk
6690,svizdikk,shitdikk
6691,shindiVk,shitdikk
6692,hstidikk,shitdikk
6693,hstidikk,shitdikk
6694,shitdi,shitdikk
6695,sitdkk,shitdikk
6696,Vkoter,cooter
6697,cooH@r,cooter
6698,c0otek,cooter
6699,c0otek,cooter
6700,4cootPer,cooter
6701,Aco5oter,cooter
6702,coNtgr,cooter
6703,1noter,cooter
6704,ocoetr,cooter
6705,octoer,cooter
6706,coer,cooter
6707,cote,cooter
6708,migSsses,nigasses
6709,niRasseQ,nigasses
6710,ni9a8ses,nigasses
6711,ni9as8es,nigasses
6712,SniRgasses,nigasses
6713,nigasls7es,nigasses
6714,yiga@ses,nigasses
6715,7iga3ses,nigasses
6716,nigsasse,nigasses
6717,nigsasse,nigasses
6718,ngases,nigasses
6719,nigaes,nigasses
6720,gofamGit,godamnit
6721,godamM*t,godamnit
6722,9udamnit,godamnit
6723,90damnit,godamnit
6724,xgoSdamnit,godamnit
6725,0godaimnit,godamnit
6726,go9Jmnit,godamnit
6727,g%damni3,godamnit
6728,ogdamint,godamnit
6729,ogadmnit,godamnit
6730,gdamit,godamnit
6731,gomnit,godamnit
6732,mofuccUerA,mofucckers
6733,"moRucc,ers",mofucckers
6734,mufuccrers,mofucckers
6735,mufuccrers,mofucckers
6736,mofucck$erss,mofucckers
6737,(mofucckekrs,mofucckers
6738,m4fuhckers,mofucckers
6739,mof@cckerQ,mofucckers
6740,mofucckers,mofucckers
6741,mofuccekrs,mofucckers
6742,mofucker,mofucckers
6743,mfuckers,mofucckers
6744,nyhpYomaJiac,nymphomaniac
6745,nGmphojagiac,nymphomaniac
6746,nymphumaniac,nymphomaniac
6747,nymph0maniac,nymphomaniac
6748,nysmpThomaniayc,nymphomaniac
6749,ny*mphoXmRaniac,nymphomaniac
6750,nyNBhoman@ac,nymphomaniac
6751,nymchomanirx,nymphomaniac
6752,nmyphmoanaic,nymphomaniac
6753,ynmhpomainac,nymphomaniac
6754,nymphoaia,nymphomaniac
6755,nyphmanic,nymphomaniac
6756,s?ut,slut
6757,skut,slut
6758,8lot,slut
6759,81ut,slut
6760,kslut,slut
6761,slYut,slut
6762,sxut,slut
6763,slus,slut
6764,sult,slut
6765,sltu,slut
6766,slu,slut
6767,slu,slut
6768,sjiGterfuckrr,shitterfucker
6769,shirterfJckeg,shitterfucker
6770,shittekfocrer,shitterfucker
6771,8hittekfuckek,shitterfucker
6772,shiktterfBucTker,shitterfucker
6773,#shitterxfuvcker,shitterfucker
6774,sGitterfUcker,shitterfucker
6775,Ahi)terNucker,shitterfucker
6776,shitrtefucekr,shitterfucker
6777,shittferucker,shitterfucker
6778,hiterfcker,shitterfucker
6779,sttefucker,shitterfucker
6780,sh;ony,shlong
6781,Zhkong,shlong
6782,shl0n9,shlong
6783,sh1on9,shlong
6784,shClOong,shlong
6785,shlVozng,shlong
6786,shPobg,shlong
6787,rhloug,shlong
6788,shnlog,shlong
6789,slohng,shlong
6790,shng,shlong
6791,shon,shlong
6792,Elag,slag
6793,sIag,slag
6794,81ag,slag
6795,s1a9,slag
6796,szlag,slag
6797,selag,slag
6798,slal,slag
6799,slaE,slag
6800,salg,slag
6801,slga,slag
6802,sag,slag
6803,lag,slag
6804,nigguJQ,nigguhs
6805,Gjgguhs,nigguhs
6806,niggoh8,nigguhs
6807,nig9ohs,nigguhs
6808,niggvuhls,nigguhs
6809,niKg2guhs,nigguhs
6810,nig1uRs,nigguhs
6811,9igIuhs,nigguhs
6812,nigghus,nigguhs
6813,nigghsu,nigguhs
6814,gguhs,nigguhs
6815,nigus,nigguhs
6816,wAnke5s,wankers
6817,wabkerw,wankers
6818,wankek8,wankers
6819,wankek8,wankers
6820,wankfeDrs,wankers
6821,wyankerCs,wankers
6822,wpnkeVs,wankers
6823,&cnkers,wankers
6824,waneksr,wankers
6825,awnekrs,wankers
6826,aners,wankers
6827,waker,wankers
6828,Daca,caca
6829,Faca,caca
6830,caca,caca
6831,caca,caca
6832,cac2a,caca
6833,ca1ca,caca
6834,cfca,caca
6835,cacw,caca
6836,caac,caca
6837,acca,caca
6838,caa,caca
6839,cca,caca
6840,fkintc,fkings
6841,vkUngs,fkings
6842,frin9s,fkings
6843,fring8,fkings
6844,fkin0gts,fkings
6845,fkincgrs,fkings
6846,ftin6s,fkings
6847,fkLngK,fkings
6848,fkigsn,fkings
6849,kfigns,fkings
6850,king,fkings
6851,fkns,fkings
6852,Eucx,fucx
6853,ducx,fucx
6854,focx,fucx
6855,focx,fucx
6856,fuc_x,fucx
6857,Bfucx,fucx
6858,fupx,fucx
6859,fucL,fucx
6860,fuxc,fucx
6861,fuxc,fucx
6862,fux,fucx
6863,ucx,fucx
6864,kuddafuukZs,muddafukkas
6865,mudRSfukJas,muddafukkas
6866,moddafurras,muddafukkas
6867,moddafurka8,muddafukkas
6868,mmuddafuk@k)as,muddafukkas
6869,mu5dOdBafukkas,muddafukkas
6870,iuLd%fukkas,muddafukkas
6871,7uWrafukkas,muddafukkas
6872,umddafukksa,muddafukkas
6873,mudadufkkas,muddafukkas
6874,uddafuka,muddafukkas
6875,mudaukas,muddafukkas
6876,sGitt9est,shittiest
6877,shirties4,shittiest
6878,8hittie8t,shittiest
6879,8hittie8t,shittiest
6880,shiBttieset,shittiest
6881,shixtatiest,shittiest
6882,sh$ttYest,shittiest
6883,shittiOsI,shittiest
6884,shtitiets,shittiest
6885,shtiteist,shittiest
6886,shttist,shittiest
6887,shities,shittiest
6888,fxck2f,fxcker
6889,fxs<er,fxcker
6890,fxcrek,fxcker
6891,fxcrek,fxcker
6892,fxfcnker,fxcker
6893,PfxcAker,fxcker
6894,fxckCr,fxcker
6895,^xckeQ,fxcker
6896,fxcker,fxcker
6897,fxkcre,fxcker
6898,fxer,fxcker
6899,fxce,fxcker
6900,lesbL,lesbo
6901,l2sbo,lesbo
6902,1es6o,lesbo
6903,les60,lesbo
6904,leysbo,lesbo
6905,Olesbo,lesbo
6906,lPsbo,lesbo
6907,lecbo,lesbo
6908,lebso,lesbo
6909,lsebo,lesbo
6910,lesb,lesbo
6911,lebo,lesbo
6912,bZtsMit,batshit
6913,bwtsJit,batshit
6914,6at8hit,batshit
6915,6at8hit,batshit
6916,b)atshnit,batshit
6917,baitshLit,batshit
6918,bitshit,batshit
6919,b*tshit,batshit
6920,batshit,batshit
6921,abtshti,batshit
6922,basht,batshit
6923,btshi,batshit
6924,KufdiGin,mufdivin
6925,mufdif*n,mufdivin
6926,mofdivin,mufdivin
6927,mofdivin,mufdivin
6928,9mufdiv%in,mufdivin
6929,m1ufdivicn,mufdivin
6930,muf0irin,mufdivin
6931,mufziviB,mufdivin
6932,mufidvni,mufdivin
6933,mufdivin,mufdivin
6934,mfdivn,mufdivin
6935,mfdiin,mufdivin
6936,twag,twat
6937,twaH,twat
6938,twat,twat
6939,twat,twat
6940,tw)at,twat
6941,ttwat,twat
6942,Twat,twat
6943,twa$,twat
6944,wtat,twat
6945,twta,twat
6946,wat,twat
6947,twt,twat
6948,dilVo,dildo
6949,d9ldo,dildo
6950,di1du,dildo
6951,di1du,dildo
6952,d8ildo,dildo
6953,dOildo,dildo
6954,dil6o,dildo
6955,dGldo,dildo
6956,dilod,dildo
6957,dilod,dildo
6958,dldo,dildo
6959,dilo,dildo
6960,motherfucXres,motherfuccers
6961,mothdrBuccees,motherfuccers
6962,muthekfucceks,motherfuccers
6963,m0thekfuccer8,motherfuccers
6964,dmotherfuXcTcers,motherfuccers
6965,maotherrfucVcers,motherfuccers
6966,mztherffccLrs,motherfuccers
6967,mWtOer!uccers,motherfuccers
6968,omthefrcucers,motherfuccers
6969,mhoterfuccesr,motherfuccers
6970,mothuccers,motherfuccers
6971,otherfucer,motherfuccers
6972,hKsfler,hustler
6973,husFlet,hustler
6974,hostlek,hustler
6975,hust1ek,hustler
6976,rhucstler,hustler
6977,hRustlDer,hustler
6978,huotter,hustler
6979,hZstlrr,hustler
6980,hutslre,hustler
6981,uhslter,hustler
6982,hutlr,hustler
6983,huste,hustler
6984,"fuc,Nead",fuckhead
6985,fuckb3ad,fuckhead
6986,focrhead,fuckhead
6987,focrhead,fuckhead
6988,f(uckhea7d,fuckhead
6989,fuckmheaUd,fuckhead
6990,fu)Shead,fuckhead
6991,fuckha*d,fuckhead
6992,fucekhad,fuckhead
6993,fuckehda,fuckhead
6994,uckhed,fuckhead
6995,fkhead,fuckhead
6996,gitchj,bitchy
6997,b*tcjy,bitchy
6998,6itchy,bitchy
6999,6itchy,bitchy
7000,bGitOchy,bitchy
7001,Kbit*chy,bitchy
7002,bZt!hy,bitchy
7003,bBachy,bitchy
7004,bitych,bitchy
7005,bithyc,bitchy
7006,bihy,bitchy
7007,bthy,bitchy
7008,Hlxcky,blacky
7009,hlacOy,blacky
7010,b1acry,blacky
7011,6lacry,blacky
7012,2bla#cky,blacky
7013,blacHk3y,blacky
7014,blDc6y,blacky
7015,blaBkP,blacky
7016,lbakcy,blacky
7017,blcayk,blacky
7018,blak,blacky
7019,lacy,blacky
7020,cockcufcer,cocksuccer
7021,coc<Quccer,cocksuccer
7022,cocrsoccer,cocksuccer
7023,cocrsoccer,cocksuccer
7024,crockcsuccer,cocksuccer
7025,cocWk+succer,cocksuccer
7026,2ocksucTer,cocksuccer
7027,cocksu5jer,cocksuccer
7028,ccoksuccre,cocksuccer
7029,occskuccer,cocksuccer
7030,cockscer,cocksuccer
7031,ocsuccer,cocksuccer
7032,fukkW,fukka
7033,fukla,fukka
7034,fokra,fukka
7035,fokra,fukka
7036,fuk7ka,fukka
7037,fukkZa,fukka
7038,fekka,fukka
7039,fukk2,fukka
7040,fukak,fukka
7041,fukka,fukka
7042,fuka,fukka
7043,fkka,fukka
7044,pjXggot,phaggot
7045,pgagg*t,phaggot
7046,pha9g0t,phaggot
7047,phag9ut,phaggot
7048,QphaggoYt,phaggot
7049,phagQgo(t,phaggot
7050,phagge0,phaggot
7051,phagEKt,phaggot
7052,pghagot,phaggot
7053,phgagot,phaggot
7054,phagt,phaggot
7055,phago,phaggot
7056,cli$,clit
7057,clOt,clit
7058,c1it,clit
7059,c1it,clit
7060,Cclit,clit
7061,colit,clit
7062,c3it,clit
7063,cliO,clit
7064,lcit,clit
7065,cilt,clit
7066,cli,clit
7067,cit,clit
7068,slnlfb8tches,sonofbitches
7069,xonlfbitchez,sonofbitches
7070,8onufbitche8,sonofbitches
7071,8unof6itches,sonofbitches
7072,sonofwbitcUhEes,sonofbitches
7073,so)nfofbitchCes,sonofbitches
7074,somofbitchK!,sonofbitches
7075,soWofbitchm7,sonofbitches
7076,osnoftbiches,sonofbitches
7077,osnofibtchse,sonofbitches
7078,sonfitces,sonofbitches
7079,sofbtches,sonofbitches
7080,punFa,punta
7081,puBta,punta
7082,ponta,punta
7083,ponta,punta
7084,pBunta,punta
7085,punbta,punta
7086,puAta,punta
7087,Hunta,punta
7088,putna,punta
7089,pnuta,punta
7090,puna,punta
7091,puta,punta
7092,stfi,stfu
7093,s^fu,stfu
7094,8tfo,stfu
7095,8tfo,stfu
7096,stfdu,stfu
7097,stofu,stfu
7098,Ztfu,stfu
7099,sDfu,stfu
7100,stuf,stfu
7101,sftu,stfu
7102,sfu,stfu
7103,stf,stfu
7104,wanmsr,wanker
7105,!anksr,wanker
7106,wanrek,wanker
7107,wanrek,wanker
7108,Zwan$ker,wanker
7109,iwaMnker,wanker
7110,7anyer,wanker
7111,ws+ker,wanker
7112,wnkaer,wanker
7113,wnakre,wanker
7114,waer,wanker
7115,wker,wanker
7116,NongFel,mongrel
7117,m(nFrel,mongrel
7118,mon9kel,mongrel
7119,mon9kel,mongrel
7120,Hmongre)l,mongrel
7121,monwgJrel,mongrel
7122,monCrvl,mongrel
7123,msngre@,mongrel
7124,omngrle,mongrel
7125,omnrgel,mongrel
7126,mngrl,mongrel
7127,ongre,mongrel
7128,eudkmactine,fuckmachine
7129,fhckmschUne,fuckmachine
7130,focrmachine,fuckmachine
7131,focrmachine,fuckmachine
7132,mfucZkm1achine,fuckmachine
7133,fucqkPmachiQne,fuckmachine
7134,fuckm3c8Lne,fuckmachine
7135,Nuc@machinP,fuckmachine
7136,ufckmcahien,fuckmachine
7137,fukcmchaine,fuckmachine
7138,fckmacne,fuckmachine
7139,ukmchine,fuckmachine
7140,nucksW,nuckas
7141,nuckSC,nuckas
7142,nocras,nuckas
7143,nocka8,nuckas
7144,nvubckas,nuckas
7145,nu#c9kas,nuckas
7146,nxckAs,nuckas
7147,Yufkas,nuckas
7148,uncaks,nuckas
7149,uncaks,nuckas
7150,nkas,nuckas
7151,ucks,nuckas
7152,phuMs,phuks
7153,phu>s,phuks
7154,phors,phuks
7155,phok8,phuks
7156,phukms,phuks
7157,phu5ks,phuks
7158,phuk@,phuks
7159,phums,phuks
7160,hpuks,phuks
7161,hpuks,phuks
7162,phuk,phuks
7163,phuk,phuks
7164,fucJfSce,fuckface
7165,fuckfad2,fuckface
7166,focrface,fuckface
7167,focrface,fuckface
7168,fhuckfa0ce,fuckface
7169,(fucklface,fuckface
7170,%*ckface,fuckface
7171,cuckfac_,fuckface
7172,fufckace,fuckface
7173,fukcafce,fuckface
7174,uckfae,fuckface
7175,fckfce,fuckface
7176,Zhirdip,shitdip
7177,shi%Cip,shitdip
7178,8hitdip,shitdip
7179,8hitdip,shitdip
7180,shkitdIip,shitdip
7181,nshitdi^p,shitdip
7182,shftdNp,shitdip
7183,Hh8tdip,shitdip
7184,shitdip,shitdip
7185,sihdtip,shitdip
7186,shiti,shitdip
7187,sitdp,shitdip
7188,nuBgerz,niggerz
7189,n*Ygerz,niggerz
7190,ni9ger2,niggerz
7191,niggek2,niggerz
7192,nizggelrz,niggerz
7193,ni^ggexrz,niggerz
7194,ciggerV,niggerz
7195,niggdrZ,niggerz
7196,nggierz,niggerz
7197,niggerz,niggerz
7198,nggrz,niggerz
7199,ngerz,niggerz
7200,qhi5ty,shitty
7201,shiGry,shitty
7202,8hitty,shitty
7203,8hitty,shitty
7204,MshittTy,shitty
7205,shiptHty,shitty
7206,zhitta,shitty
7207,shit+9,shitty
7208,shtiyt,shitty
7209,hsitty,shitty
7210,htty,shitty
7211,shit,shitty
7212,fuq,fuq
7213,fuq,fuq
7214,fo9,fuq
7215,fo9,fuq
7216,fuq,fuq
7217,fuq,fuq
7218,fuq,fuq
7219,fuq,fuq
7220,fuq,fuq
7221,fuq,fuq
7222,fuq,fuq
7223,fuq,fuq
7224,vuck,Fuck
7225,F8ck,Fuck
7226,Focr,Fuck
7227,Focr,Fuck
7228,F5uck,Fuck
7229,Fu_ck,Fuck
7230,Fu%k,Fuck
7231,Tuck,Fuck
7232,Ufck,Fuck
7233,Fukc,Fuck
7234,Fck,Fuck
7235,Fuc,Fuck
7236,fuckNat,fuckbag
7237,f*ckHag,fuckbag
7238,focrbag,fuckbag
7239,fucr6ag,fuckbag
7240,fuckbAagg,fuckbag
7241,fuc$kbPag,fuckbag
7242,flcklag,fuckbag
7243,fu!kKag,fuckbag
7244,fukcabg,fuckbag
7245,fukbcag,fuckbag
7246,fucba,fuckbag
7247,ukbag,fuckbag
7248,fKcca,fucca
7249,Eucca,fucca
7250,focca,fucca
7251,focca,fucca
7252,fucc%a,fucca
7253,fcucca,fucca
7254,fKcca,fucca
7255,fIcca,fucca
7256,fucac,fucca
7257,ufcca,fucca
7258,fuca,fucca
7259,fuca,fucca
7260,fuXks,fucks
7261,fuckc,fucks
7262,fucr8,fucks
7263,fock8,fucks
7264,fuckNs,fucks
7265,f9ucks,fucks
7266,fuckX,fucks
7267,fuckd,fucks
7268,ufcks,fucks
7269,fucsk,fucks
7270,fuck,fucks
7271,fuks,fucks
7272,s0ick,spick
7273,spicM,spick
7274,8picr,spick
7275,8picr,spick
7276,skpick,spick
7277,spic5k,spick
7278,spi6k,spick
7279,sWick,spick
7280,psick,spick
7281,spcik,spick
7282,spck,spick
7283,sick,spick
